the woman draws the hair;the woman attracts the hair;0.2380
the man draws the sword;the man depicts the sword;0.4642
the lawyer accepts the conviction;the lawyer bears the conviction;0.4761
the shareholder accepts the offer;the shareholder bears the offer;0.4404
the government accepts the proposal;the government receives the proposal;0.3690
the government accepts the proposal;the government bears the proposal;0.3809
the patient accepts the treatment;the patient receives the treatment;0.5714
the patient draws the figure;the patient depicts the figure;0.7976
the government accepts the recommendation;the government receives the recommendation;0.4761
the government accepts the recommendation;the government bears the recommendation;0.5
the shareholder accepts the offer;the shareholder receives the offer;0.5119
the patient accepts the treatment;the patient bears the treatment;0.5357
the member accepts the share;the member receives the share;0.7261
the society accepts the charge;the society receives the charge;0.4047
the magazine accepts the liability;the magazine bears the liability;0.7380
the magazine accepts the liability;the magazine receives the liability;0.3928
the management accepts the responsibility;the management bears the responsibility;0.75
the management accepts the responsibility;the management receives the responsibility;0.3690
the user accepts the responsibility;the user bears the responsibility;0.7023
the user accepts the responsibility;the user receives the responsibility;0.4047
the member accepts the share;the member bears the share;0.3690
the lawyer accepts the conviction;the lawyer receives the conviction;0.3690
the society accepts the charge;the society bears the charge;0.7023
the politician buys the election;the politician purchases the election;0.6547
the people buy the security;the people bribe the security;0.5
the people buy the security;the people purchase the security;0.8809
the model buys the behaviour;the model purchases the behaviour;0.6666
the firm buys the politician;the firm bribes the politician;0.8928
the firm buys the politician;the firm purchases the politician;0.6190
the politician buys the election;the politician bribes the election;0.5714
the weapon buys the chance;the weapon purchases the chance;0.5119
the model buys the behaviour;the model bribes the behaviour;0.2380
the claimant draws the benefit;the claimant depicts the benefit;0.2142
the table draws the eye;the table attracts the eye;0.7738
the male draws the female;the male depicts the female;0.7023
the claimant draws the benefit;the claimant attracts the benefit;0.2976
the proposal draws the criticism;the proposal depicts the criticism;0.2619
the male draws the female;the male attracts the female;0.5952
the report draws the attention;the report depicts the attention;0.25
the proposal draws criticism;the proposal attracts criticism;0.9166
the weapon buys the chance;the weapon bribes the chance;0.25
the report draws attention;the report attracts attention;0.9285
